"Ten years ago : James Earl Ray , the convicted assassin of civil rights leader Martin Luther King Jr. , married artist Anna Sandhu in a ceremony at Brushy Mountain Penitentiary in Tennessee .",James Earl Ray,assassin of,Martin Luther King Jr.
"Ten years ago : James Earl Ray , the convicted assassin of civil rights leader Martin Luther King Jr. , married artist Anna Sandhu in a ceremony at Brushy Mountain Penitentiary in Tennessee .",Brushy Mountain Penitentiary,organization based in,Tennessee
"However , the story did not die , and triggered years of controversy over whether Sirhan Sirhan , the man convicted of killing Kennedy , had acted alone .",Sirhan Sirhan,kill,Kennedy
"Today 's Highlight in History : One hundred years ago , on Oct. 14 , 1890 , Dwight D. Eisenhower , the 34th president of the United States , was born in Denison , Texas .",Sirhan Sirhan,kill,Kennedy
NEW ORLEANS ( AP ),AP,organization based in,NEW ORLEANS
"Birand asserts that "" the lastest situation on arms supplies has been created by the problems in Germany 's domestic politics , "" and goes on to point out that the German Government faces elections this year .",German Government,organization based in,Germany
"` ` We think this is not a very likely scenario , but it 's a check that can be done very , very quickly without disrupting service , ' ' said Federal Aviation Administration spokesman John Leyden .",John Leyden,work for,Federal Aviation Administration
Cairo AL-AHALI,AL-AHALI,organization based in,Cairo
Paris Radio France International,Radio France International,organization based in,Paris
"Carbondale Mining Technology Center , Carterville , Ill. ;",Carbondale Mining Technology Center,organization based in,Carterville
"Carbondale Mining Technology Center , Carterville , Ill. ;",Carbondale Mining Technology Center,organization based in,Ill.
"Carbondale Mining Technology Center , Carterville , Ill. ;",Carterville,located in,Ill.
"Campbell , who is going to the inauguration , asked that his sister Mary , who lives in Rock Hill , be mailed tickets as well .",Mary,live in,Rock Hill
Actor Karl Malden will teach acting in realistic American drama for two weeks beginning Monday at Vanderbilt University .,Karl Malden,work for,Vanderbilt University
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",Karl Malden,work for,Vanderbilt University
"The Warren Commission determined that Lee Harvey Oswald fired at Kennedy from the sixth floor of what is now the Dallas County Administration Building on Nov. 22 , 1963 .",Lee Harvey Oswald,killed,Kennedy
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",William Doyle,organization based in,Manhattan
"Police sources reported today , Saturday , that the children were found in a home owned by U.S. citizen Sara Matzar in Pabnjachel in the northwestern department of Solola .",Sara Matzar,owns property in,Pabnjachel
"Police sources reported today , Saturday , that the children were found in a home owned by U.S. citizen Sara Matzar in Pabnjachel in the northwestern department of Solola .",Sara Matzar,owns property in,Solola
"Police sources reported today , Saturday , that the children were found in a home owned by U.S. citizen Sara Matzar in Pabnjachel in the northwestern department of Solola .",Pabnjachel,located in,Solola
"On this date : In 1735 , Paul Revere was born in Boston .",Paul Revere,born in,Boston
"The launch contract was signed early this month between the INPE , Finep , and China 's Great Wall firm .",Great Wall firm,organization based in,China
"He and the others leased land in the desert west of this Shiite Moslem holy city about 65 miles south of Baghdad , Iraq 's capital.",Baghdad,capital of,Iraq
"Derwinski 's involvement in the episode and his early lack of candor will be investigated during Senate confirmation hearings on his nomination to head the new Veterans Department , said Sen. Alan Cranston , D-Calif. , chairman of the Senate Committee on Veterans Affairs .",Alan Cranston,chairman of,Senate Committee on Veterans Affairs
"Gerald McEntee , president of the American Federation of State , County and Municipal Employees , said in a statement : ` ` More than any other writer in recent memory , Michael Harrington helped translate the dry and statistical analysis of poverty into passionate , human terms , and in so doing he lent moral and intellectual strength to the notion that government can and should make the elimination of poverty a primary goal for society. ' '",Alan Cranston,chairman of,Senate Committee on Veterans Affairs
Hernandez Galicia was arrested when soldiers blew down his door with a bazooka in a raid on his Ciudad Madero home .,Hernandez Galicia,live in,Ciudad Madero
"In exchange for the South Korean Government 's agreement to withdraw the fleet , our government has allotted the South Korean fleet 32 , 500 tonnes of Alaska pollock in our economic zone in western Kamchatka , the northern Okhotsk Sea fishing area , and ( words indistinct ) Kamchatka region. ( Kuzmenko ) And at the present time , Okhotrybvod vessels with inspectors on board are constantly patrolling the central part of the Okhotsk Sea. ( Korochkin ) Yes , quite right .",Kamchatka,none,Okhotsk Sea
"Psacharapoulos , who died of colon cancer while vacationing , was engaged to be married to actress Jean Hackett of New York City .",Jean Hackett,live in,New York City
Vasquez is charged with violent crime in aid of racketeering in the Guadalajara slayings of U.S. citizens John Walker and Alberto Radelat in January 1985 .,Vasquez,kill,John Walker
Vasquez is charged with violent crime in aid of racketeering in the Guadalajara slayings of U.S. citizens John Walker and Alberto Radelat in January 1985 .,Vasquez,kill,Alberto Radelat
"Khmer Rouge leader Khieu Samphan reportedly made a number of objections on conference organization and procedure but then went along with the majority after Chinese Foreign Qian Qichen met with Monday with him , Sihanouk and the third member of their loose alliance , Son Sann.",Khieu Samphan,leader of,Khmer Rouge
"Aharon Levran , who has researched the Arrow for Bar-Ilan University 's Center for Strategic Studies , calls Pedatzur 's estimate baseless and misleading .",Aharon Levran,work for,Bar-Ilan University
"Aharon Levran , who has researched the Arrow for Bar-Ilan University 's Center for Strategic Studies , calls Pedatzur 's estimate baseless and misleading .",Aharon Levran,work for,Center for Strategic Studies
"In 1818 , suffragist Lucy Stone was born in West Brookfield , Mass .",Lucy Stone,born in,"Brookfield , Mass"
( By ITAR-TASS correspondent Leonid Vinogradov ),Leonid Vinogradov,work for,ITAR-TASS
Hundreds of people spent part of Thanksgiving day remembering President Kennedy with a visit to the downtown building where investigators say Lee Harvey Oswald fired the shots that killed him 27 years ago .,Lee Harvey Oswald,killed,President Kennedy
"The president appeared a bit startled when he saw Ohio 's governor , Democrat Richard Celeste.",Richard Celeste.,governor of,Ohio
Supporters of Quebec 's language restrictions argue that the province is an island of French culture in English-speaking North America and entitled to protect its special qualities .,Quebec,cultural enclave in,North America
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",Campbell Farm,organization based in,Wapato
"HUNTINGTON , Ind .",HUNTINGTON,none,Ind .
"Sturholm had resigned effective Monday and told friends he intended to pursue interests in writing and video production , said Kathryn Rich , assistant news director for KIRO.",Sturholm,work for,KIRO.
"Sturholm had resigned effective Monday and told friends he intended to pursue interests in writing and video production , said Kathryn Rich , assistant news director for KIRO.",Kathryn Rich,work for,KIRO.
"Jesse Jackson on Sunday was touting his big win in his native South Carolina , while officials struggled to count the final ballots after a record turnout at Democratic caucuses.",Jesse Jackson,native of,South Carolina
Beirut Radio Lebanon,Radio Lebanon,organization based in,Beirut
"Sen. Dennis DeConcini , D-Ariz. , chairman of the Senate Appropriations treasury and postal subcommittee , said Monday he will ask the Bush administration to justify the use of public money when his panel works on spending legislation this week.",Dennis DeConcini,chairman of,Senate Appropriations treasury and postal subcommittee
Senate Bob Dole of Kansas on Tuesday threatened a parliamentary maneuver that could help force passage of President Bush 's savings and loan bailout before Congress goes on vacation by attaching it to essential legislation.,Bob Dole,from,Kansas
"Pacific Marine Inc. of Houston , was located about 15 miles east of Grand Isle.",Pacific Marine Inc.,organization based in,Houston
The Hague ANP,ANP,organization based in,The Hague
"In 1865 , John Wilkes Booth , the assassin of President Abraham Lincoln , was surrounded by federal troops near Bowling Green , Va. , and killed .",John Wilkes Booth,assassin of,President Abraham Lincoln
Andric wrote about the Moslems organising gangs to hunt down Serbs after the young revolutionary Gavrilo Princip assassinated Archduke Ferdinand in Sarajevo in 1914 - one of the events which triggered the first world war .,Gavrilo Princip,kill,Archduke Ferdinand
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Radio Bosnia-Herzegovina Network,organization based in,Sarajevo
( Text ) Israeli warplanes carried out a raid on Mlita hill in Iqlim al-Tuffah at 1000 today .,Mlita hill,located in,Iqlim al-Tuffah
"The skeleton of a 30-year-old Neanderthal man discovered at the Kebara cave near Haifa in northern Israel in 1983 has yielded the first hyoid bone ever found in primitive man , said Arensberg.",Kebara cave,located in,Israel
"The skeleton of a 30-year-old Neanderthal man discovered at the Kebara cave near Haifa in northern Israel in 1983 has yielded the first hyoid bone ever found in primitive man , said Arensberg.",Haifa,located in,Israel
"James G. Blight and David A. Welch of Harvard University 's John F. Kennedy School of Government say that ` ` if this order had held , war between the superpowers would probably have commenced at sea , shortly after 10 o 'clock on Wednesday morning , Oct. 24 , 1962 , several hundred miles off the coast of Cuba. ' '",James G. Blight,work for,Harvard University
